"","mu_per_read","mu_per_position","q01_per_position","q25_per_position","q50_per_position","q75_per_position","q99_per_position"
"4839",40.7,40.389696485623,27,41,41,41,41
"4840",40.62,40.2516775842786,22,41,41,41,41
"4841",40.61,40.3059504792332,27,41,41,41,41
"4842",40.44,40.3015575079872,22,41,41,41,41
"4843",40.66,40.3447284345048,27,41,41,41,41
"4844",40.7,40.2842651757189,22,41,41,41,41
"4845",40.58,40.2977635782748,22,41,41,41,41
"4846",40.7,40.2476837060703,22,41,41,41,41
"4847",40.66,40.2776757188498,22,41,41,41,41
"4848",40.58,40.3194089456869,22,41,41,41,41
"4849",40.66,40.2964131650423,22,41,41,41,41
"4850",40.57,40.2869068541301,22,41,41,41,41
"4851",40.38,40.2500798722045,22,41,41,41,41
"4852",40.66,40.2705445247893,22,41,41,41,41
"4853",37.43,40.2721824937078,22,41,41,41,41
"4854",37.32,40.2572284345048,22,41,41,41,41
"4855",40.42,40.2422911008148,22,41,41,41,41
"4856",39.65,40.2558316024924,22,41,41,41,41
"4857",38.42,40.2416932907348,22,41,41,41,41
"4858",40.66,40.165002396549,22,41,41,41,41
"4859",40.66,40.2357005911487,22,41,41,41,41
"4860",40.4,40.2503594823454,22,41,41,41,41
"4861",40.61,40.1616472279917,22,41,41,41,41
"4862",40.7,40.228714057508,22,41,41,41,41
"4863",40.7,40.2129392971246,22,41,41,41,41
"4864",40.5,40.1027555910543,22,41,41,41,41
"4865",40.31,40.1744408945687,22,41,41,41,41
"4866",40.66,40.168637162486,22,41,41,41,41
"4867",40.7,40.1689696485623,22,41,41,41,41
"4868",35.22,40.0806709265176,22,41,41,41,41
"4869",38.88,40.0498402555911,12,41,41,41,41
"4870",40.7,40.0643370607029,12,41,41,41,41
"4871",40.43,40.0801246205464,22,41,41,41,41
"4872",39.94,40.0311151941205,12,41,41,41,41
"4873",40.66,40.0629892954146,22,41,41,41,41
"4874",37.94,40.0546325878594,12,41,41,41,41
"4875",40.58,40.0275159744409,12,41,41,41,41
"4876",40.41,40.0052715654952,12,41,41,41,41
"4877",38.07,39.3208067092652,12,41,41,41,41
"4878",39.62,39.8513178913738,12,41,41,41,41
"4879",34.93,39.9208865814696,12,41,41,41,41
"4880",40.7,40.0241214057508,22,41,41,41,41
"4881",40.62,40.114696485623,22,41,41,41,41
"4882",40.4,40.0979233226837,22,41,41,41,41
"4883",40.66,40.0525159744409,12,41,41,41,41
"4884",37.87,40.1003756093663,22,41,41,41,41
"4885",40.7,40.0922855658983,22,41,41,41,41
"4886",38.76,39.9949680511182,12,41,41,41,41
"4887",40.66,40.0060702875399,12,41,41,41,41
"4888",40.37,40.0517172523962,12,41,41,41,41
"4889",40.7,40.0552115376933,12,41,41,41,41
"4890",40.58,40.0423722044728,12,41,41,41,41
"4891",40.7,39.9457268370607,12,41,41,41,41
"4892",37.49,39.9199952069021,12,41,41,41,41
"4893",40.14,39.969923310433,12,41,41,41,41
"4894",40.62,40.0791260584758,22,41,41,41,41
"4895",40.16,40.0043130990415,12,41,41,41,41
"4896",40.62,39.8676182479709,12,41,41,41,41
"4897",40.58,39.879892954146,12,41,41,41,41
"4898",40.33,39.9133785942492,12,41,41,41,41
"4899",33.38,39.8943290734824,12,41,41,41,41
"4900",38.84,39.8873621984343,12,41,41,41,41
"4901",40.7,31.3766129998801,2,32,32,32,32
"4902",40.2,31.6526706883465,12,32,32,32,32
"4903",40.66,35.9281834158811,27,37,37,37,37
"4904",40.6,36.3919156414763,22,37,37,37,37
"4905",40.41,36.588432656974,27,37,37,37,37
"4906",40.43,40.1668130990415,27,41,41,41,41
"4907",40.62,40.4563099041534,32,41,41,41,41
"4908",40.66,40.4400559105431,32,41,41,41,41
"4909",40.58,40.3722843450479,27,41,41,41,41
"4910",40.7,40.5069089456869,32,41,41,41,41
"4911",40.06,40.4901357827476,32,41,41,41,41
"4912",40.7,40.4950479233227,32,41,41,41,41
"4913",39.93,40.4992811501597,32,41,41,41,41
"4914",40.7,40.4860223642173,27,41,41,41,41
"4915",40.07,40.4281549520767,27,41,41,41,41
"4916",40.53,40.395607028754,27,41,41,41,41
"4917",40.62,40.4631389776358,27,41,41,41,41
"4918",39.41,40.4635383386581,27,41,41,41,41
"4919",40.57,40.4644968051118,27,41,41,41,41
"4920",39.97,40.4481230031949,27,41,41,41,41
"4921",40.7,40.4468450479233,27,41,41,41,41
"4922",40.7,40.3859424920128,27,41,41,41,41
"4923",38.55,40.368250798722,27,41,41,41,41
"4924",40.62,40.3275559105431,27,41,41,41,41
"4925",40.37,40.3605431309904,27,41,41,41,41
"4926",40.45,40.4117012779553,27,41,41,41,41
"4927",40.09,40.3906948881789,27,41,41,41,41
"4928",40.66,40.3204073482428,22,41,41,41,41
"4929",40.66,40.3420926517572,22,41,41,41,41
"4930",40.58,40.3099440894569,22,41,41,41,41
"4931",39.72,40.2799920127796,22,41,41,41,41
"4932",40.37,40.3089057507987,22,41,41,41,41
"4933",40.66,40.3916932907348,27,41,41,41,41
"4934",40.4,40.3528354632588,27,41,41,41,41
"4935",40.33,40.3799121405751,27,41,41,41,41
"4936",40.23,40.3990015974441,27,41,41,41,41
"4937",40.7,40.4053363157054,27,41,41,41,41
"4938",30.75,40.4327368589231,27,41,41,41,41
"4939",40.7,40.389696485623,27,41,41,41,41
"4940",40.7,40.2516775842786,22,41,41,41,41
"4941",40.66,40.3059504792332,27,41,41,41,41
"4942",40.54,40.3015575079872,22,41,41,41,41
"4943",40.65,40.3447284345048,27,41,41,41,41
"4944",40.54,40.2842651757189,22,41,41,41,41
"4945",40.7,40.2977635782748,22,41,41,41,41
"4946",39.92,40.2476837060703,22,41,41,41,41
"4947",40.7,40.2776757188498,22,41,41,41,41
"4948",33.56,40.3194089456869,22,41,41,41,41
"4949",40.7,40.2964131650423,22,41,41,41,41
"4950",40.7,40.2869068541301,22,41,41,41,41
"4951",39.38,40.2500798722045,22,41,41,41,41
"4952",39.36,40.2705445247893,22,41,41,41,41
"4953",39.77,40.2721824937078,22,41,41,41,41
"4954",39.71,40.2572284345048,22,41,41,41,41
"4955",40.66,40.2422911008148,22,41,41,41,41
"4956",40.37,40.2558316024924,22,41,41,41,41
"4957",40.7,40.2416932907348,22,41,41,41,41
"4958",40.66,40.165002396549,22,41,41,41,41
"4959",40.62,40.2357005911487,22,41,41,41,41
"4960",40.7,40.2503594823454,22,41,41,41,41
"4961",40.7,40.1616472279917,22,41,41,41,41
"4962",40.66,40.228714057508,22,41,41,41,41
"4963",40.7,40.2129392971246,22,41,41,41,41
"4964",40.41,40.1027555910543,22,41,41,41,41
"4965",40.7,40.1744408945687,22,41,41,41,41
"4966",40.7,40.168637162486,22,41,41,41,41
"4967",40.7,40.1689696485623,22,41,41,41,41
"4968",40.57,40.0806709265176,22,41,41,41,41
"4969",39.83,40.0498402555911,12,41,41,41,41
"4970",40.7,40.0643370607029,12,41,41,41,41
"4971",40.7,40.0801246205464,22,41,41,41,41
"4972",40.7,40.0311151941205,12,41,41,41,41
"4973",40.7,40.0629892954146,22,41,41,41,41
"4974",40.7,40.0546325878594,12,41,41,41,41
"4975",39.8,40.0275159744409,12,41,41,41,41
"4976",40.34,40.0052715654952,12,41,41,41,41
"4977",40.7,39.3208067092652,12,41,41,41,41
"4978",39.57,39.8513178913738,12,41,41,41,41
"4979",39.31,39.9208865814696,12,41,41,41,41
"4980",40.66,40.0241214057508,22,41,41,41,41
"4981",40.62,40.114696485623,22,41,41,41,41
"4982",40.62,40.0979233226837,22,41,41,41,41
"4983",40.66,40.0525159744409,12,41,41,41,41
"4984",40.45,40.1003756093663,22,41,41,41,41
"4985",40.7,40.0922855658983,22,41,41,41,41
"4986",40.66,39.9949680511182,12,41,41,41,41
"4987",40.58,40.0060702875399,12,41,41,41,41
"4988",40.58,40.0517172523962,12,41,41,41,41
"4989",40.35,40.0552115376933,12,41,41,41,41
"4990",39.41,40.0423722044728,12,41,41,41,41
"4991",39.1,39.9457268370607,12,41,41,41,41
"4992",40.66,39.9199952069021,12,41,41,41,41
"4993",39.29,39.969923310433,12,41,41,41,41
"4994",39.89,40.0791260584758,22,41,41,41,41
"4995",40.61,40.0043130990415,12,41,41,41,41
"4996",35.85,39.8676182479709,12,41,41,41,41
"4997",36.42,39.879892954146,12,41,41,41,41
"4998",40.7,39.9133785942492,12,41,41,41,41
"4999",40.24,39.8943290734824,12,41,41,41,41
"5000",40.7,39.8873621984343,12,41,41,41,41
"5001",40,31.3766129998801,2,32,32,32,32
"5002",40.17,31.6526706883465,12,32,32,32,32
"5003",40.62,35.9281834158811,27,37,37,37,37
"5004",39.73,36.3919156414763,22,37,37,37,37
"5005",40.24,36.588432656974,27,37,37,37,37
"5006",40.7,40.1668130990415,27,41,41,41,41
"5007",40.66,40.4563099041534,32,41,41,41,41
"5008",36.02,40.4400559105431,32,41,41,41,41
"5009",40.46,40.3722843450479,27,41,41,41,41
"5010",40.29,40.5069089456869,32,41,41,41,41
"5011",40.7,40.4901357827476,32,41,41,41,41
"5012",40.7,40.4950479233227,32,41,41,41,41
"5013",40.66,40.4992811501597,32,41,41,41,41
"5014",40.7,40.4860223642173,27,41,41,41,41
"5015",40.66,40.4281549520767,27,41,41,41,41
"5016",40.58,40.395607028754,27,41,41,41,41
"5017",40.7,40.4631389776358,27,41,41,41,41
"5018",40.7,40.4635383386581,27,41,41,41,41
"5019",39.88,40.4644968051118,27,41,41,41,41
"5020",40.12,40.4481230031949,27,41,41,41,41
"5021",40.62,40.4468450479233,27,41,41,41,41
"5022",25.33,40.3859424920128,27,41,41,41,41
"5023",37.27,40.368250798722,27,41,41,41,41
"5024",40.57,40.3275559105431,27,41,41,41,41
"5025",40.03,40.3605431309904,27,41,41,41,41
"5026",38.42,40.4117012779553,27,41,41,41,41
"5027",40.58,40.3906948881789,27,41,41,41,41
"5028",40.58,40.3204073482428,22,41,41,41,41
"5029",40.54,40.3420926517572,22,41,41,41,41
"5030",40.46,40.3099440894569,22,41,41,41,41
"5031",40.2,40.2799920127796,22,41,41,41,41
"5032",40.53,40.3089057507987,22,41,41,41,41
"5033",35.44,40.3916932907348,27,41,41,41,41
"5034",35.52,40.3528354632588,27,41,41,41,41
"5035",39.04,40.3799121405751,27,41,41,41,41
"5036",38.83,40.3990015974441,27,41,41,41,41
"5037",40.7,40.4053363157054,27,41,41,41,41
"5038",38.02,40.4327368589231,27,41,41,41,41
"5039",40.52,40.389696485623,27,41,41,41,41
"5040",40.61,40.2516775842786,22,41,41,41,41
"5041",39.99,40.3059504792332,27,41,41,41,41
"5042",40.54,40.3015575079872,22,41,41,41,41
"5043",37.38,40.3447284345048,27,41,41,41,41
"5044",39.94,40.2842651757189,22,41,41,41,41
"5045",40.7,40.2977635782748,22,41,41,41,41
"5046",39.58,40.2476837060703,22,41,41,41,41
"5047",40.5,40.2776757188498,22,41,41,41,41
"5048",40.58,40.3194089456869,22,41,41,41,41
"5049",40.57,40.2964131650423,22,41,41,41,41
"5050",40.7,40.2869068541301,22,41,41,41,41
"5051",40.58,40.2500798722045,22,41,41,41,41
"5052",40.7,40.2705445247893,22,41,41,41,41
"5053",40.54,40.2721824937078,22,41,41,41,41
"5054",40.7,40.2572284345048,22,41,41,41,41
"5055",40.18,40.2422911008148,22,41,41,41,41
"5056",40.57,40.2558316024924,22,41,41,41,41
"5057",39.77,40.2416932907348,22,41,41,41,41
"5058",40.13,40.165002396549,22,41,41,41,41
"5059",39.96,40.2357005911487,22,41,41,41,41
"5060",40.41,40.2503594823454,22,41,41,41,41
"5061",40.62,40.1616472279917,22,41,41,41,41
"5062",40.49,40.228714057508,22,41,41,41,41
"5063",39.77,40.2129392971246,22,41,41,41,41
"5064",40.48,40.1027555910543,22,41,41,41,41
"5065",40.62,40.1744408945687,22,41,41,41,41
"5066",40.7,40.168637162486,22,41,41,41,41
"5067",40.48,40.1689696485623,22,41,41,41,41
"5068",39.74,40.0806709265176,22,41,41,41,41
"5069",40.7,40.0498402555911,12,41,41,41,41
"5070",40.62,40.0643370607029,12,41,41,41,41
"5071",40.7,40.0801246205464,22,41,41,41,41
"5072",38.91,40.0311151941205,12,41,41,41,41
"5073",40.7,40.0629892954146,22,41,41,41,41
"5074",38.4,40.0546325878594,12,41,41,41,41
"5075",40.7,40.0275159744409,12,41,41,41,41
"5076",40.7,40.0052715654952,12,41,41,41,41
"5077",40.62,39.3208067092652,12,41,41,41,41
"5078",40.62,39.8513178913738,12,41,41,41,41
"5079",40.35,39.9208865814696,12,41,41,41,41
"5080",40.66,40.0241214057508,22,41,41,41,41
"5081",40.66,40.114696485623,22,41,41,41,41
"5082",40.7,40.0979233226837,22,41,41,41,41
"5083",40.66,40.0525159744409,12,41,41,41,41
"5084",40.7,40.1003756093663,22,41,41,41,41
"5085",40.45,40.0922855658983,22,41,41,41,41
"5086",40.09,39.9949680511182,12,41,41,41,41
"5087",40.57,40.0060702875399,12,41,41,41,41
"5088",40.36,40.0517172523962,12,41,41,41,41
"5089",38.91,40.0552115376933,12,41,41,41,41
"5090",40.62,40.0423722044728,12,41,41,41,41
"5091",37.62,39.9457268370607,12,41,41,41,41
"5092",40.21,39.9199952069021,12,41,41,41,41
"5093",40.66,39.969923310433,12,41,41,41,41
"5094",40.58,40.0791260584758,22,41,41,41,41
"5095",40.7,40.0043130990415,12,41,41,41,41
"5096",40.53,39.8676182479709,12,41,41,41,41
"5097",40.7,39.879892954146,12,41,41,41,41
"5098",40.66,39.9133785942492,12,41,41,41,41
"5099",40.61,39.8943290734824,12,41,41,41,41
"5100",40.58,39.8873621984343,12,41,41,41,41
"5101",40.7,31.3766129998801,2,32,32,32,32
"5102",40.52,31.6526706883465,12,32,32,32,32
"5103",40.23,35.9281834158811,27,37,37,37,37
"5104",40.66,36.3919156414763,22,37,37,37,37
"5105",40.66,36.588432656974,27,37,37,37,37
"5106",40.1,40.1668130990415,27,41,41,41,41
"5107",40.7,40.4563099041534,32,41,41,41,41
"5108",39.12,40.4400559105431,32,41,41,41,41
"5109",40.52,40.3722843450479,27,41,41,41,41
"5110",40.65,40.5069089456869,32,41,41,41,41
"5111",40.66,40.4901357827476,32,41,41,41,41
"5112",40.44,40.4950479233227,32,41,41,41,41
"5113",40.7,40.4992811501597,32,41,41,41,41
"5114",40.7,40.4860223642173,27,41,41,41,41
"5115",40.3,40.4281549520767,27,41,41,41,41
"5116",40.7,40.395607028754,27,41,41,41,41
"5117",40.54,40.4631389776358,27,41,41,41,41
"5118",40.54,40.4635383386581,27,41,41,41,41
"5119",40.7,40.4644968051118,27,41,41,41,41
"5120",40.58,40.4481230031949,27,41,41,41,41
"5121",40.66,40.4468450479233,27,41,41,41,41
"5122",40.61,40.3859424920128,27,41,41,41,41
"5123",40.7,40.368250798722,27,41,41,41,41
"5124",40.62,40.3275559105431,27,41,41,41,41
"5125",40.6,40.3605431309904,27,41,41,41,41
"5126",40.7,40.4117012779553,27,41,41,41,41
"5127",40.62,40.3906948881789,27,41,41,41,41
"5128",40.62,40.3204073482428,22,41,41,41,41
"5129",31.01,40.3420926517572,22,41,41,41,41
"5130",40.7,40.3099440894569,22,41,41,41,41
"5131",34.45,40.2799920127796,22,41,41,41,41
"5132",40.57,40.3089057507987,22,41,41,41,41
"5133",38.77,40.3916932907348,27,41,41,41,41
"5134",38.47,40.3528354632588,27,41,41,41,41
"5135",40.7,40.3799121405751,27,41,41,41,41
"5136",40.35,40.3990015974441,27,41,41,41,41
"5137",40.23,40.4053363157054,27,41,41,41,41
"5138",40.7,40.4327368589231,27,41,41,41,41
"5139",40.7,40.389696485623,27,41,41,41,41
"5140",40.66,40.2516775842786,22,41,41,41,41
"5141",40.66,40.3059504792332,27,41,41,41,41
"5142",40.7,40.3015575079872,22,41,41,41,41
"5143",40.61,40.3447284345048,27,41,41,41,41
"5144",40.7,40.2842651757189,22,41,41,41,41
"5145",40.66,40.2977635782748,22,41,41,41,41
"5146",40.7,40.2476837060703,22,41,41,41,41
"5147",40.34,40.2776757188498,22,41,41,41,41
"5148",36.3,40.3194089456869,22,41,41,41,41
"5149",40.44,40.2964131650423,22,41,41,41,41
"5150",37.92,40.2869068541301,22,41,41,41,41
"5151",40.7,40.2500798722045,22,41,41,41,41
"5152",38.41,40.2705445247893,22,41,41,41,41
"5153",37.09,40.2721824937078,22,41,41,41,41
"5154",40.7,40.2572284345048,22,41,41,41,41
"5155",38.84,40.2422911008148,22,41,41,41,41
"5156",40.57,40.2558316024924,22,41,41,41,41
"5157",39.98,40.2416932907348,22,41,41,41,41
"5158",39.57,40.165002396549,22,41,41,41,41
"5159",40.62,40.2357005911487,22,41,41,41,41
"5160",40.5,40.2503594823454,22,41,41,41,41
"5161",40.24,40.1616472279917,22,41,41,41,41
"5162",40.62,40.228714057508,22,41,41,41,41
"5163",40.54,40.2129392971246,22,41,41,41,41
"5164",40.56,40.1027555910543,22,41,41,41,41
"5165",40.7,40.1744408945687,22,41,41,41,41
"5166",38.13,40.168637162486,22,41,41,41,41
"5167",38.18,40.1689696485623,22,41,41,41,41
"5168",40.66,40.0806709265176,22,41,41,41,41
"5169",40.62,40.0498402555911,12,41,41,41,41
"5170",40.7,40.0643370607029,12,41,41,41,41
"5171",39.3,40.0801246205464,22,41,41,41,41
"5172",40.7,40.0311151941205,12,41,41,41,41
"5173",40.7,40.0629892954146,22,41,41,41,41
"5174",40.46,40.0546325878594,12,41,41,41,41
"5175",40.7,40.0275159744409,12,41,41,41,41
"5176",40.27,40.0052715654952,12,41,41,41,41
"5177",40.23,39.3208067092652,12,41,41,41,41
"5178",39.25,39.8513178913738,12,41,41,41,41
"5179",40.66,39.9208865814696,12,41,41,41,41
"5180",40.25,40.0241214057508,22,41,41,41,41
"5181",40.52,40.114696485623,22,41,41,41,41
"5182",40.65,40.0979233226837,22,41,41,41,41
"5183",40.7,40.0525159744409,12,41,41,41,41
"5184",39.82,40.1003756093663,22,41,41,41,41
"5185",40.57,40.0922855658983,22,41,41,41,41
"5186",40.66,39.9949680511182,12,41,41,41,41
"5187",40.12,40.0060702875399,12,41,41,41,41
"5188",39.49,40.0517172523962,12,41,41,41,41
"5189",40.49,40.0552115376933,12,41,41,41,41
"5190",40.62,40.0423722044728,12,41,41,41,41
"5191",40.62,39.9457268370607,12,41,41,41,41
"5192",40.7,39.9199952069021,12,41,41,41,41
"5193",38.64,39.969923310433,12,41,41,41,41
"5194",40.66,40.0791260584758,22,41,41,41,41
"5195",34.18,40.0043130990415,12,41,41,41,41
"5196",39.44,39.8676182479709,12,41,41,41,41
"5197",40.4,39.879892954146,12,41,41,41,41
"5198",38.12,39.9133785942492,12,41,41,41,41
"5199",40.7,39.8943290734824,12,41,41,41,41
"5200",38.71,39.8873621984343,12,41,41,41,41
"5201",40.12,31.3766129998801,2,32,32,32,32
"5202",40.35,31.6526706883465,12,32,32,32,32
"5203",36.28,35.9281834158811,27,37,37,37,37
"5204",40.62,36.3919156414763,22,37,37,37,37
"5205",40.62,36.588432656974,27,37,37,37,37
"5206",40.57,40.1668130990415,27,41,41,41,41
"5207",40.7,40.4563099041534,32,41,41,41,41
"5208",40.3,40.4400559105431,32,41,41,41,41
"5209",40.7,40.3722843450479,27,41,41,41,41
"5210",40.66,40.5069089456869,32,41,41,41,41
"5211",36.54,40.4901357827476,32,41,41,41,41
"5212",40.66,40.4950479233227,32,41,41,41,41
"5213",40.62,40.4992811501597,32,41,41,41,41
"5214",40.66,40.4860223642173,27,41,41,41,41
"5215",40.44,40.4281549520767,27,41,41,41,41
"5216",39.07,40.395607028754,27,41,41,41,41
"5217",40.32,40.4631389776358,27,41,41,41,41
"5218",40.21,40.4635383386581,27,41,41,41,41
"5219",40.62,40.4644968051118,27,41,41,41,41
"5220",40.66,40.4481230031949,27,41,41,41,41
"5221",39.51,40.4468450479233,27,41,41,41,41
"5222",40.7,40.3859424920128,27,41,41,41,41
"5223",37.2,40.368250798722,27,41,41,41,41
"5224",29.4,40.3275559105431,27,41,41,41,41
"5225",40.58,40.3605431309904,27,41,41,41,41
"5226",40.32,40.4117012779553,27,41,41,41,41
"5227",40.46,40.3906948881789,27,41,41,41,41
"5228",40.7,40.3204073482428,22,41,41,41,41
"5229",37.31,40.3420926517572,22,41,41,41,41
"5230",38.77,40.3099440894569,22,41,41,41,41
"5231",40.66,40.2799920127796,22,41,41,41,41
"5232",40.7,40.3089057507987,22,41,41,41,41
"5233",40.61,40.3916932907348,27,41,41,41,41
"5234",40.65,40.3528354632588,27,41,41,41,41
"5235",40.7,40.3799121405751,27,41,41,41,41
"5236",39.92,40.3990015974441,27,41,41,41,41
"5237",40.44,40.4053363157054,27,41,41,41,41
"5238",40.7,40.4327368589231,27,41,41,41,41
"5239",40.66,40.389696485623,27,41,41,41,41
"5240",40.43,40.2516775842786,22,41,41,41,41
"5241",40.66,40.3059504792332,27,41,41,41,41
"5242",32.97,40.3015575079872,22,41,41,41,41
"5243",40.62,40.3447284345048,27,41,41,41,41
"5244",40.7,40.2842651757189,22,41,41,41,41
"5245",40.66,40.2977635782748,22,41,41,41,41
"5246",40.7,40.2476837060703,22,41,41,41,41
"5247",32.5,40.2776757188498,22,41,41,41,41
"5248",37.49,40.3194089456869,22,41,41,41,41
"5249",39.6,40.2964131650423,22,41,41,41,41
"5250",40.66,40.2869068541301,22,41,41,41,41
"5251",40.45,40.2500798722045,22,41,41,41,41
"5252",40.4,40.2705445247893,22,41,41,41,41
"5253",40.57,40.2721824937078,22,41,41,41,41
"5254",40.7,40.2572284345048,22,41,41,41,41
"5255",40.61,40.2422911008148,22,41,41,41,41
"5256",40.7,40.2558316024924,22,41,41,41,41
"5257",40.66,40.2416932907348,22,41,41,41,41
"5258",40.44,40.165002396549,22,41,41,41,41
"5259",40.62,40.2357005911487,22,41,41,41,41
"5260",40.66,40.2503594823454,22,41,41,41,41
"5261",40.7,40.1616472279917,22,41,41,41,41
"5262",38.71,40.228714057508,22,41,41,41,41
"5263",40.7,40.2129392971246,22,41,41,41,41
"5264",39.98,40.1027555910543,22,41,41,41,41
"5265",40.58,40.1744408945687,22,41,41,41,41
"5266",40.62,40.168637162486,22,41,41,41,41
"5267",40.7,40.1689696485623,22,41,41,41,41
"5268",40.49,40.0806709265176,22,41,41,41,41
"5269",40.7,40.0498402555911,12,41,41,41,41
"5270",40.66,40.0643370607029,12,41,41,41,41
"5271",40.7,40.0801246205464,22,41,41,41,41
"5272",39.93,40.0311151941205,12,41,41,41,41
"5273",40.35,40.0629892954146,22,41,41,41,41
"5274",40.61,40.0546325878594,12,41,41,41,41
"5275",39.72,40.0275159744409,12,41,41,41,41
"5276",39.41,40.0052715654952,12,41,41,41,41
"5277",40.7,39.3208067092652,12,41,41,41,41
"5278",40.66,39.8513178913738,12,41,41,41,41
"5279",32.48,39.9208865814696,12,41,41,41,41
"5280",40.48,40.0241214057508,22,41,41,41,41
"5281",40.01,40.114696485623,22,41,41,41,41
"5282",40.66,40.0979233226837,22,41,41,41,41
"5283",40.7,40.0525159744409,12,41,41,41,41
"5284",40.66,40.1003756093663,22,41,41,41,41
"5285",40.66,40.0922855658983,22,41,41,41,41
"5286",29.38,39.9949680511182,12,41,41,41,41
"5287",40.53,40.0060702875399,12,41,41,41,41
"5288",40.7,40.0517172523962,12,41,41,41,41
"5289",40.45,40.0552115376933,12,41,41,41,41
"5290",40.7,40.0423722044728,12,41,41,41,41
"5291",40.62,39.9457268370607,12,41,41,41,41
"5292",40.66,39.9199952069021,12,41,41,41,41
"5293",40.54,39.969923310433,12,41,41,41,41
"5294",40.7,40.0791260584758,22,41,41,41,41
"5295",40.7,40.0043130990415,12,41,41,41,41
"5296",38.4,39.8676182479709,12,41,41,41,41
"5297",30.01,39.879892954146,12,41,41,41,41
"5298",40.38,39.9133785942492,12,41,41,41,41
"5299",40.7,39.8943290734824,12,41,41,41,41
"5300",35.1,39.8873621984343,12,41,41,41,41
"5301",40.54,31.3766129998801,2,32,32,32,32
"5302",40.62,31.6526706883465,12,32,32,32,32
"5303",40.7,35.9281834158811,27,37,37,37,37
"5304",40.66,36.3919156414763,22,37,37,37,37
"5305",28.22,36.588432656974,27,37,37,37,37
"5306",39.04,40.1668130990415,27,41,41,41,41
"5307",40.12,40.4563099041534,32,41,41,41,41
"5308",40.57,40.4400559105431,32,41,41,41,41
"5309",39.21,40.3722843450479,27,41,41,41,41
"5310",40.66,40.5069089456869,32,41,41,41,41
"5311",38.98,40.4901357827476,32,41,41,41,41
"5312",40.62,40.4950479233227,32,41,41,41,41
"5313",40.07,40.4992811501597,32,41,41,41,41
"5314",35.98,40.4860223642173,27,41,41,41,41
"5315",38.38,40.4281549520767,27,41,41,41,41
"5316",40.7,40.395607028754,27,41,41,41,41
"5317",40.7,40.4631389776358,27,41,41,41,41
"5318",40.61,40.4635383386581,27,41,41,41,41
"5319",40.7,40.4644968051118,27,41,41,41,41
"5320",40.66,40.4481230031949,27,41,41,41,41
"5321",40.7,40.4468450479233,27,41,41,41,41
"5322",40.61,40.3859424920128,27,41,41,41,41
"5323",40.58,40.368250798722,27,41,41,41,41
"5324",40.28,40.3275559105431,27,41,41,41,41
"5325",40.58,40.3605431309904,27,41,41,41,41
"5326",33.47,40.4117012779553,27,41,41,41,41
"5327",40.58,40.3906948881789,27,41,41,41,41
"5328",40.57,40.3204073482428,22,41,41,41,41
"5329",33.15,40.3420926517572,22,41,41,41,41
"5330",40.37,40.3099440894569,22,41,41,41,41
"5331",37.36,40.2799920127796,22,41,41,41,41
"5332",40.66,40.3089057507987,22,41,41,41,41
"5333",40.66,40.3916932907348,27,41,41,41,41
"5334",40.7,40.3528354632588,27,41,41,41,41
"5335",40.57,40.3799121405751,27,41,41,41,41
"5336",39.54,40.3990015974441,27,41,41,41,41
"5337",40.53,40.4053363157054,27,41,41,41,41
"5338",39.72,40.4327368589231,27,41,41,41,41
"5339",39.89,40.389696485623,27,41,41,41,41
"5340",39.84,40.2516775842786,22,41,41,41,41
"5341",40.7,40.3059504792332,27,41,41,41,41
"5342",40.7,40.3015575079872,22,41,41,41,41
"5343",39.99,40.3447284345048,27,41,41,41,41
"5344",40.66,40.2842651757189,22,41,41,41,41
"5345",40.58,40.2977635782748,22,41,41,41,41
"5346",39.84,40.2476837060703,22,41,41,41,41
"5347",30.55,40.2776757188498,22,41,41,41,41
"5348",38.69,40.3194089456869,22,41,41,41,41
"5349",40.66,40.2964131650423,22,41,41,41,41
"5350",40.66,40.2869068541301,22,41,41,41,41
"5351",40.66,40.2500798722045,22,41,41,41,41
"5352",40.7,40.2705445247893,22,41,41,41,41
"5353",40.62,40.2721824937078,22,41,41,41,41
"5354",40.7,40.2572284345048,22,41,41,41,41
"5355",38.17,40.2422911008148,22,41,41,41,41
"5356",40.61,40.2558316024924,22,41,41,41,41
"5357",40.22,40.2416932907348,22,41,41,41,41
"5358",40.7,40.165002396549,22,41,41,41,41
"5359",40.53,40.2357005911487,22,41,41,41,41
"5360",40.34,40.2503594823454,22,41,41,41,41
"5361",31.84,40.1616472279917,22,41,41,41,41
"5362",37.88,40.228714057508,22,41,41,41,41
"5363",40.66,40.2129392971246,22,41,41,41,41
"5364",40.66,40.1027555910543,22,41,41,41,41
"5365",40.02,40.1744408945687,22,41,41,41,41
"5366",39.94,40.168637162486,22,41,41,41,41
"5367",40.61,40.1689696485623,22,41,41,41,41
"5368",40.41,40.0806709265176,22,41,41,41,41
"5369",37.97,40.0498402555911,12,41,41,41,41
"5370",40.54,40.0643370607029,12,41,41,41,41
"5371",39.41,40.0801246205464,22,41,41,41,41
"5372",40.62,40.0311151941205,12,41,41,41,41
"5373",38.55,40.0629892954146,22,41,41,41,41
"5374",40.66,40.0546325878594,12,41,41,41,41
"5375",40.66,40.0275159744409,12,41,41,41,41
"5376",39.64,40.0052715654952,12,41,41,41,41
