"","mu_per_read","mu_per_position","q01_per_position","q25_per_position","q50_per_position","q75_per_position","q99_per_position"
"9506",35.24,40.1668130990415,27,41,41,41,41
"9507",40.66,40.4563099041534,32,41,41,41,41
"9508",40.5,40.4400559105431,32,41,41,41,41
"9509",40.65,40.3722843450479,27,41,41,41,41
"9510",40.14,40.5069089456869,32,41,41,41,41
"9511",39.18,40.4901357827476,32,41,41,41,41
"9512",40.7,40.4950479233227,32,41,41,41,41
"9513",40.66,40.4992811501597,32,41,41,41,41
"9514",40.49,40.4860223642173,27,41,41,41,41
"9515",40.06,40.4281549520767,27,41,41,41,41
"9516",39.47,40.395607028754,27,41,41,41,41
"9517",40.62,40.4631389776358,27,41,41,41,41
"9518",37.45,40.4635383386581,27,41,41,41,41
"9519",40.66,40.4644968051118,27,41,41,41,41
"9520",39.68,40.4481230031949,27,41,41,41,41
"9521",40.17,40.4468450479233,27,41,41,41,41
"9522",40.34,40.3859424920128,27,41,41,41,41
"9523",40.7,40.368250798722,27,41,41,41,41
"9524",40.7,40.3275559105431,27,41,41,41,41
"9525",40.57,40.3605431309904,27,41,41,41,41
"9526",40.66,40.4117012779553,27,41,41,41,41
"9527",30.46,40.3906948881789,27,41,41,41,41
"9528",40.7,40.3204073482428,22,41,41,41,41
"9529",40.7,40.3420926517572,22,41,41,41,41
"9530",39.62,40.3099440894569,22,41,41,41,41
"9531",39.58,40.2799920127796,22,41,41,41,41
"9532",40.7,40.3089057507987,22,41,41,41,41
"9533",40.7,40.3916932907348,27,41,41,41,41
"9534",39.46,40.3528354632588,27,41,41,41,41
"9535",40.52,40.3799121405751,27,41,41,41,41
"9536",40.45,40.3990015974441,27,41,41,41,41
"9537",40.7,40.4053363157054,27,41,41,41,41
"9538",39.86,40.4327368589231,27,41,41,41,41
"9539",36.34,40.389696485623,27,41,41,41,41
"9540",40.7,40.2516775842786,22,41,41,41,41
"9541",40.54,40.3059504792332,27,41,41,41,41
"9542",40.66,40.3015575079872,22,41,41,41,41
"9543",40.54,40.3447284345048,27,41,41,41,41
"9544",40.4,40.2842651757189,22,41,41,41,41
"9545",40.65,40.2977635782748,22,41,41,41,41
"9546",37.97,40.2476837060703,22,41,41,41,41
"9547",40.61,40.2776757188498,22,41,41,41,41
"9548",40.25,40.3194089456869,22,41,41,41,41
"9549",40.61,40.2964131650423,22,41,41,41,41
"9550",40.32,40.2869068541301,22,41,41,41,41
"9551",40.54,40.2500798722045,22,41,41,41,41
"9552",39.8,40.2705445247893,22,41,41,41,41
"9553",39.77,40.2721824937078,22,41,41,41,41
"9554",40.58,40.2572284345048,22,41,41,41,41
"9555",40.48,40.2422911008148,22,41,41,41,41
"9556",40.7,40.2558316024924,22,41,41,41,41
"9557",40.16,40.2416932907348,22,41,41,41,41
"9558",40.62,40.165002396549,22,41,41,41,41
"9559",40.42,40.2357005911487,22,41,41,41,41
"9560",37.08,40.2503594823454,22,41,41,41,41
"9561",40.7,40.1616472279917,22,41,41,41,41
"9562",40.66,40.228714057508,22,41,41,41,41
"9563",39.3,40.2129392971246,22,41,41,41,41
"9564",40.62,40.1027555910543,22,41,41,41,41
"9565",40.5,40.1744408945687,22,41,41,41,41
"9566",38.5,40.168637162486,22,41,41,41,41
"9567",40.66,40.1689696485623,22,41,41,41,41
"9568",40.7,40.0806709265176,22,41,41,41,41
"9569",39.54,40.0498402555911,12,41,41,41,41
"9570",40.66,40.0643370607029,12,41,41,41,41
"9571",40.58,40.0801246205464,22,41,41,41,41
"9572",40.7,40.0311151941205,12,41,41,41,41
"9573",40.21,40.0629892954146,22,41,41,41,41
"9574",40.7,40.0546325878594,12,41,41,41,41
"9575",40.62,40.0275159744409,12,41,41,41,41
"9576",40.7,40.0052715654952,12,41,41,41,41
"9577",40.35,39.3208067092652,12,41,41,41,41
"9578",40.7,39.8513178913738,12,41,41,41,41
"9579",40.41,39.9208865814696,12,41,41,41,41
"9580",40.7,40.0241214057508,22,41,41,41,41
"9581",40.54,40.114696485623,22,41,41,41,41
"9582",40.7,40.0979233226837,22,41,41,41,41
"9583",32.56,40.0525159744409,12,41,41,41,41
"9584",38.44,40.1003756093663,22,41,41,41,41
"9585",40.7,40.0922855658983,22,41,41,41,41
"9586",40.7,39.9949680511182,12,41,41,41,41
"9587",40.66,40.0060702875399,12,41,41,41,41
"9588",40.62,40.0517172523962,12,41,41,41,41
"9589",40.66,40.0552115376933,12,41,41,41,41
"9590",40.7,40.0423722044728,12,41,41,41,41
"9591",40.7,39.9457268370607,12,41,41,41,41
"9592",40.7,39.9199952069021,12,41,41,41,41
"9593",40.7,39.969923310433,12,41,41,41,41
"9594",40.7,40.0791260584758,22,41,41,41,41
"9595",40.35,40.0043130990415,12,41,41,41,41
"9596",40.7,39.8676182479709,12,41,41,41,41
"9597",39.87,39.879892954146,12,41,41,41,41
"9598",38.68,39.9133785942492,12,41,41,41,41
"9599",40.58,39.8943290734824,12,41,41,41,41
"9600",40.02,39.8873621984343,12,41,41,41,41
"9601",40.66,31.3766129998801,2,32,32,32,32
"9602",40.57,31.6526706883465,12,32,32,32,32
"9603",40.62,35.9281834158811,27,37,37,37,37
"9604",40.66,36.3919156414763,22,37,37,37,37
"9605",39.99,36.588432656974,27,37,37,37,37
"9606",40.66,40.1668130990415,27,41,41,41,41
"9607",40.53,40.4563099041534,32,41,41,41,41
"9608",39.7,40.4400559105431,32,41,41,41,41
"9609",40.61,40.3722843450479,27,41,41,41,41
"9610",40.54,40.5069089456869,32,41,41,41,41
"9611",40.06,40.4901357827476,32,41,41,41,41
"9612",40.66,40.4950479233227,32,41,41,41,41
"9613",40.12,40.4992811501597,32,41,41,41,41
"9614",40.42,40.4860223642173,27,41,41,41,41
"9615",40.7,40.4281549520767,27,41,41,41,41
"9616",38.49,40.395607028754,27,41,41,41,41
"9617",39.39,40.4631389776358,27,41,41,41,41
"9618",40.19,40.4635383386581,27,41,41,41,41
"9619",40.19,40.4644968051118,27,41,41,41,41
"9620",39.41,40.4481230031949,27,41,41,41,41
"9621",39.73,40.4468450479233,27,41,41,41,41
"9622",38.8,40.3859424920128,27,41,41,41,41
"9623",40.36,40.368250798722,27,41,41,41,41
"9624",39.57,40.3275559105431,27,41,41,41,41
"9625",40.24,40.3605431309904,27,41,41,41,41
"9626",40.62,40.4117012779553,27,41,41,41,41
"9627",39.91,40.3906948881789,27,41,41,41,41
"9628",39.47,40.3204073482428,22,41,41,41,41
"9629",39.76,40.3420926517572,22,41,41,41,41
"9630",40.44,40.3099440894569,22,41,41,41,41
"9631",40.25,40.2799920127796,22,41,41,41,41
"9632",37.36,40.3089057507987,22,41,41,41,41
"9633",40.66,40.3916932907348,27,41,41,41,41
"9634",40.61,40.3528354632588,27,41,41,41,41
"9635",40.41,40.3799121405751,27,41,41,41,41
"9636",40.49,40.3990015974441,27,41,41,41,41
"9637",40.7,40.4053363157054,27,41,41,41,41
"9638",40.5,40.4327368589231,27,41,41,41,41
"9639",40.66,40.389696485623,27,41,41,41,41
"9640",40.66,40.2516775842786,22,41,41,41,41
"9641",39.97,40.3059504792332,27,41,41,41,41
"9642",40.58,40.3015575079872,22,41,41,41,41
"9643",40.46,40.3447284345048,27,41,41,41,41
"9644",40.14,40.2842651757189,22,41,41,41,41
"9645",40.5,40.2977635782748,22,41,41,41,41
"9646",40.7,40.2476837060703,22,41,41,41,41
"9647",40.66,40.2776757188498,22,41,41,41,41
"9648",40.37,40.3194089456869,22,41,41,41,41
"9649",40.45,40.2964131650423,22,41,41,41,41
"9650",40.62,40.2869068541301,22,41,41,41,41
"9651",40.44,40.2500798722045,22,41,41,41,41
"9652",40.41,40.2705445247893,22,41,41,41,41
"9653",40.66,40.2721824937078,22,41,41,41,41
"9654",40.53,40.2572284345048,22,41,41,41,41
"9655",40.7,40.2422911008148,22,41,41,41,41
"9656",37.8,40.2558316024924,22,41,41,41,41
"9657",40.7,40.2416932907348,22,41,41,41,41
"9658",40.7,40.165002396549,22,41,41,41,41
"9659",40.66,40.2357005911487,22,41,41,41,41
"9660",40.66,40.2503594823454,22,41,41,41,41
"9661",39.67,40.1616472279917,22,41,41,41,41
"9662",40.62,40.228714057508,22,41,41,41,41
"9663",40.7,40.2129392971246,22,41,41,41,41
"9664",40.66,40.1027555910543,22,41,41,41,41
"9665",37.6,40.1744408945687,22,41,41,41,41
"9666",36.49,40.168637162486,22,41,41,41,41
"9667",39.11,40.1689696485623,22,41,41,41,41
"9668",40.62,40.0806709265176,22,41,41,41,41
"9669",40.32,40.0498402555911,12,41,41,41,41
"9670",37.53,40.0643370607029,12,41,41,41,41
"9671",40.58,40.0801246205464,22,41,41,41,41
"9672",40.45,40.0311151941205,12,41,41,41,41
"9673",40.42,40.0629892954146,22,41,41,41,41
"9674",40.7,40.0546325878594,12,41,41,41,41
"9675",40.58,40.0275159744409,12,41,41,41,41
"9676",40.56,40.0052715654952,12,41,41,41,41
"9677",39.68,39.3208067092652,12,41,41,41,41
"9678",40.22,39.8513178913738,12,41,41,41,41
"9679",40.41,39.9208865814696,12,41,41,41,41
"9680",40.54,40.0241214057508,22,41,41,41,41
"9681",40.7,40.114696485623,22,41,41,41,41
"9682",39.99,40.0979233226837,22,41,41,41,41
"9683",40.21,40.0525159744409,12,41,41,41,41
"9684",37.82,40.1003756093663,22,41,41,41,41
"9685",40.09,40.0922855658983,22,41,41,41,41
"9686",40.66,39.9949680511182,12,41,41,41,41
"9687",40.58,40.0060702875399,12,41,41,41,41
"9688",40.62,40.0517172523962,12,41,41,41,41
"9689",40.66,40.0552115376933,12,41,41,41,41
"9690",39.72,40.0423722044728,12,41,41,41,41
"9691",34.63,39.9457268370607,12,41,41,41,41
"9692",40.42,39.9199952069021,12,41,41,41,41
"9693",40.49,39.969923310433,12,41,41,41,41
"9694",40.49,40.0791260584758,22,41,41,41,41
"9695",40.46,40.0043130990415,12,41,41,41,41
"9696",40.5,39.8676182479709,12,41,41,41,41
"9697",40.41,39.879892954146,12,41,41,41,41
"9698",40.23,39.9133785942492,12,41,41,41,41
"9699",40.65,39.8943290734824,12,41,41,41,41
"9700",40.7,39.8873621984343,12,41,41,41,41
"9701",40.7,31.3766129998801,2,32,32,32,32
"9702",40.66,31.6526706883465,12,32,32,32,32
"9703",40.7,35.9281834158811,27,37,37,37,37
"9704",40.66,36.3919156414763,22,37,37,37,37
"9705",36.97,36.588432656974,27,37,37,37,37
"9706",40.58,40.1668130990415,27,41,41,41,41
"9707",40.54,40.4563099041534,32,41,41,41,41
"9708",40.7,40.4400559105431,32,41,41,41,41
"9709",40.7,40.3722843450479,27,41,41,41,41
"9710",40.39,40.5069089456869,32,41,41,41,41
"9711",40.62,40.4901357827476,32,41,41,41,41
"9712",40.7,40.4950479233227,32,41,41,41,41
"9713",40.7,40.4992811501597,32,41,41,41,41
"9714",40.57,40.4860223642173,27,41,41,41,41
"9715",40.65,40.4281549520767,27,41,41,41,41
"9716",40.7,40.395607028754,27,41,41,41,41
"9717",40.66,40.4631389776358,27,41,41,41,41
"9718",40.7,40.4635383386581,27,41,41,41,41
"9719",40.57,40.4644968051118,27,41,41,41,41
"9720",40.7,40.4481230031949,27,41,41,41,41
"9721",40.7,40.4468450479233,27,41,41,41,41
"9722",40.7,40.3859424920128,27,41,41,41,41
"9723",40.62,40.368250798722,27,41,41,41,41
"9724",40.2,40.3275559105431,27,41,41,41,41
"9725",40.7,40.3605431309904,27,41,41,41,41
"9726",40.62,40.4117012779553,27,41,41,41,41
"9727",36.51,40.3906948881789,27,41,41,41,41
"9728",40.57,40.3204073482428,22,41,41,41,41
"9729",40.62,40.3420926517572,22,41,41,41,41
"9730",40.7,40.3099440894569,22,41,41,41,41
"9731",40.7,40.2799920127796,22,41,41,41,41
"9732",40.7,40.3089057507987,22,41,41,41,41
"9733",40.7,40.3916932907348,27,41,41,41,41
"9734",40.7,40.3528354632588,27,41,41,41,41
"9735",40.62,40.3799121405751,27,41,41,41,41
"9736",40.66,40.3990015974441,27,41,41,41,41
"9737",39.32,40.4053363157054,27,41,41,41,41
"9738",40.66,40.4327368589231,27,41,41,41,41
"9739",40.7,40.389696485623,27,41,41,41,41
"9740",40.66,40.2516775842786,22,41,41,41,41
"9741",39.38,40.3059504792332,27,41,41,41,41
"9742",40.66,40.3015575079872,22,41,41,41,41
"9743",40.66,40.3447284345048,27,41,41,41,41
"9744",40.7,40.2842651757189,22,41,41,41,41
"9745",40.2,40.2977635782748,22,41,41,41,41
"9746",39.99,40.2476837060703,22,41,41,41,41
"9747",40.35,40.2776757188498,22,41,41,41,41
"9748",39.94,40.3194089456869,22,41,41,41,41
"9749",40.7,40.2964131650423,22,41,41,41,41
"9750",40.13,40.2869068541301,22,41,41,41,41
"9751",38.82,40.2500798722045,22,41,41,41,41
"9752",40.7,40.2705445247893,22,41,41,41,41
"9753",36.58,40.2721824937078,22,41,41,41,41
"9754",40.62,40.2572284345048,22,41,41,41,41
"9755",37.96,40.2422911008148,22,41,41,41,41
"9756",40.62,40.2558316024924,22,41,41,41,41
"9757",38.12,40.2416932907348,22,41,41,41,41
"9758",40.66,40.165002396549,22,41,41,41,41
"9759",35.13,40.2357005911487,22,41,41,41,41
"9760",39.29,40.2503594823454,22,41,41,41,41
"9761",35.71,40.1616472279917,22,41,41,41,41
"9762",37.59,40.228714057508,22,41,41,41,41
"9763",39.78,40.2129392971246,22,41,41,41,41
"9764",38.18,40.1027555910543,22,41,41,41,41
"9765",38.47,40.1744408945687,22,41,41,41,41
"9766",39.97,40.168637162486,22,41,41,41,41
"9767",40.62,40.1689696485623,22,41,41,41,41
"9768",38.02,40.0806709265176,22,41,41,41,41
"9769",39.69,40.0498402555911,12,41,41,41,41
"9770",40.19,40.0643370607029,12,41,41,41,41
"9771",40.66,40.0801246205464,22,41,41,41,41
"9772",40.62,40.0311151941205,12,41,41,41,41
"9773",40.45,40.0629892954146,22,41,41,41,41
"9774",40.23,40.0546325878594,12,41,41,41,41
"9775",39.82,40.0275159744409,12,41,41,41,41
"9776",40.25,40.0052715654952,12,41,41,41,41
"9777",40.62,39.3208067092652,12,41,41,41,41
"9778",40.36,39.8513178913738,12,41,41,41,41
"9779",36.39,39.9208865814696,12,41,41,41,41
"9780",40.45,40.0241214057508,22,41,41,41,41
"9781",40.4,40.114696485623,22,41,41,41,41
"9782",40.5,40.0979233226837,22,41,41,41,41
"9783",40.22,40.0525159744409,12,41,41,41,41
"9784",40.45,40.1003756093663,22,41,41,41,41
"9785",40.19,40.0922855658983,22,41,41,41,41
"9786",40.52,39.9949680511182,12,41,41,41,41
"9787",40.07,40.0060702875399,12,41,41,41,41
"9788",40.66,40.0517172523962,12,41,41,41,41
"9789",40.62,40.0552115376933,12,41,41,41,41
"9790",40.62,40.0423722044728,12,41,41,41,41
"9791",40.58,39.9457268370607,12,41,41,41,41
"9792",40.7,39.9199952069021,12,41,41,41,41
"9793",40.58,39.969923310433,12,41,41,41,41
"9794",39.9,40.0791260584758,22,41,41,41,41
"9795",40.66,40.0043130990415,12,41,41,41,41
"9796",40.58,39.8676182479709,12,41,41,41,41
"9797",40.7,39.879892954146,12,41,41,41,41
"9798",40.7,39.9133785942492,12,41,41,41,41
"9799",40.66,39.8943290734824,12,41,41,41,41
"9800",40.7,39.8873621984343,12,41,41,41,41
"9801",40.66,31.3766129998801,2,32,32,32,32
"9802",40.7,31.6526706883465,12,32,32,32,32
"9803",40.28,35.9281834158811,27,37,37,37,37
"9804",40.58,36.3919156414763,22,37,37,37,37
"9805",40.62,36.588432656974,27,37,37,37,37
"9806",40.58,40.1668130990415,27,41,41,41,41
"9807",40.7,40.4563099041534,32,41,41,41,41
"9808",40.66,40.4400559105431,32,41,41,41,41
"9809",40.5,40.3722843450479,27,41,41,41,41
"9810",40.51,40.5069089456869,32,41,41,41,41
"9811",40.62,40.4901357827476,32,41,41,41,41
"9812",39.89,40.4950479233227,32,41,41,41,41
"9813",40.54,40.4992811501597,32,41,41,41,41
"9814",40.33,40.4860223642173,27,41,41,41,41
"9815",40.38,40.4281549520767,27,41,41,41,41
"9816",40.66,40.395607028754,27,41,41,41,41
"9817",40.7,40.4631389776358,27,41,41,41,41
"9818",40.62,40.4635383386581,27,41,41,41,41
"9819",39.04,40.4644968051118,27,41,41,41,41
"9820",39.87,40.4481230031949,27,41,41,41,41
"9821",40.12,40.4468450479233,27,41,41,41,41
"9822",40.66,40.3859424920128,27,41,41,41,41
"9823",40.7,40.368250798722,27,41,41,41,41
"9824",40.41,40.3275559105431,27,41,41,41,41
"9825",40.66,40.3605431309904,27,41,41,41,41
"9826",40.49,40.4117012779553,27,41,41,41,41
"9827",40.66,40.3906948881789,27,41,41,41,41
"9828",40.23,40.3204073482428,22,41,41,41,41
"9829",40.12,40.3420926517572,22,41,41,41,41
"9830",40.44,40.3099440894569,22,41,41,41,41
"9831",36.2,40.2799920127796,22,41,41,41,41
"9832",39.28,40.3089057507987,22,41,41,41,41
"9833",40.49,40.3916932907348,27,41,41,41,41
"9834",40.58,40.3528354632588,27,41,41,41,41
"9835",27.02,40.3799121405751,27,41,41,41,41
"9836",40.31,40.3990015974441,27,41,41,41,41
"9837",39.99,40.4053363157054,27,41,41,41,41
"9838",40.7,40.4327368589231,27,41,41,41,41
"9839",40.58,40.389696485623,27,41,41,41,41
"9840",36.79,40.2516775842786,22,41,41,41,41
"9841",40.5,40.3059504792332,27,41,41,41,41
"9842",40.66,40.3015575079872,22,41,41,41,41
"9843",40.57,40.3447284345048,27,41,41,41,41
"9844",40.36,40.2842651757189,22,41,41,41,41
"9845",40.66,40.2977635782748,22,41,41,41,41
"9846",40.7,40.2476837060703,22,41,41,41,41
"9847",40,40.2776757188498,22,41,41,41,41
"9848",40.57,40.3194089456869,22,41,41,41,41
"9849",40.7,40.2964131650423,22,41,41,41,41
"9850",40.13,40.2869068541301,22,41,41,41,41
"9851",40.54,40.2500798722045,22,41,41,41,41
"9852",40.58,40.2705445247893,22,41,41,41,41
"9853",40.31,40.2721824937078,22,41,41,41,41
"9854",40.7,40.2572284345048,22,41,41,41,41
"9855",40.7,40.2422911008148,22,41,41,41,41
"9856",40.66,40.2558316024924,22,41,41,41,41
"9857",40.61,40.2416932907348,22,41,41,41,41
"9858",40.61,40.165002396549,22,41,41,41,41
"9859",40.37,40.2357005911487,22,41,41,41,41
"9860",40.7,40.2503594823454,22,41,41,41,41
"9861",40.54,40.1616472279917,22,41,41,41,41
"9862",40.7,40.228714057508,22,41,41,41,41
"9863",38.78,40.2129392971246,22,41,41,41,41
"9864",40.7,40.1027555910543,22,41,41,41,41
"9865",40.65,40.1744408945687,22,41,41,41,41
"9866",40.7,40.168637162486,22,41,41,41,41
"9867",40.7,40.1689696485623,22,41,41,41,41
"9868",40.58,40.0806709265176,22,41,41,41,41
"9869",40.58,40.0498402555911,12,41,41,41,41
"9870",40.7,40.0643370607029,12,41,41,41,41
"9871",40.46,40.0801246205464,22,41,41,41,41
"9872",40.58,40.0311151941205,12,41,41,41,41
"9873",40.57,40.0629892954146,22,41,41,41,41
"9874",40.57,40.0546325878594,12,41,41,41,41
"9875",36.57,40.0275159744409,12,41,41,41,41
"9876",40.7,40.0052715654952,12,41,41,41,41
"9877",40.7,39.3208067092652,12,41,41,41,41
"9878",40.62,39.8513178913738,12,41,41,41,41
"9879",40.54,39.9208865814696,12,41,41,41,41
"9880",40.7,40.0241214057508,22,41,41,41,41
"9881",40.65,40.114696485623,22,41,41,41,41
"9882",40.7,40.0979233226837,22,41,41,41,41
"9883",40.66,40.0525159744409,12,41,41,41,41
"9884",40.7,40.1003756093663,22,41,41,41,41
"9885",40.7,40.0922855658983,22,41,41,41,41
"9886",40.57,39.9949680511182,12,41,41,41,41
"9887",40.7,40.0060702875399,12,41,41,41,41
"9888",40.7,40.0517172523962,12,41,41,41,41
"9889",40.66,40.0552115376933,12,41,41,41,41
"9890",40.7,40.0423722044728,12,41,41,41,41
"9891",40.58,39.9457268370607,12,41,41,41,41
"9892",40.57,39.9199952069021,12,41,41,41,41
"9893",40.7,39.969923310433,12,41,41,41,41
"9894",40.7,40.0791260584758,22,41,41,41,41
"9895",40.41,40.0043130990415,12,41,41,41,41
"9896",40.7,39.8676182479709,12,41,41,41,41
"9897",40.57,39.879892954146,12,41,41,41,41
"9898",40.7,39.9133785942492,12,41,41,41,41
"9899",40.66,39.8943290734824,12,41,41,41,41
"9900",40.53,39.8873621984343,12,41,41,41,41
"9901",40.62,31.3766129998801,2,32,32,32,32
"9902",40.16,31.6526706883465,12,32,32,32,32
"9903",40.62,35.9281834158811,27,37,37,37,37
"9904",39.94,36.3919156414763,22,37,37,37,37
"9905",39.45,36.588432656974,27,37,37,37,37
"9906",40.66,40.1668130990415,27,41,41,41,41
"9907",39.11,40.4563099041534,32,41,41,41,41
"9908",40.45,40.4400559105431,32,41,41,41,41
"9909",39.76,40.3722843450479,27,41,41,41,41
"9910",39.36,40.5069089456869,32,41,41,41,41
"9911",40.23,40.4901357827476,32,41,41,41,41
"9912",34.91,40.4950479233227,32,41,41,41,41
"9913",40.19,40.4992811501597,32,41,41,41,41
"9914",38.92,40.4860223642173,27,41,41,41,41
"9915",36.41,40.4281549520767,27,41,41,41,41
"9916",35.87,40.395607028754,27,41,41,41,41
"9917",36.41,40.4631389776358,27,41,41,41,41
"9918",37.98,40.4635383386581,27,41,41,41,41
"9919",36.94,40.4644968051118,27,41,41,41,41
"9920",40.42,40.4481230031949,27,41,41,41,41
"9921",38.57,40.4468450479233,27,41,41,41,41
"9922",39.96,40.3859424920128,27,41,41,41,41
"9923",39.22,40.368250798722,27,41,41,41,41
"9924",37.38,40.3275559105431,27,41,41,41,41
"9925",40.4,40.3605431309904,27,41,41,41,41
"9926",39.82,40.4117012779553,27,41,41,41,41
"9927",40.58,40.3906948881789,27,41,41,41,41
"9928",40.7,40.3204073482428,22,41,41,41,41
"9929",40.53,40.3420926517572,22,41,41,41,41
"9930",40.45,40.3099440894569,22,41,41,41,41
"9931",40.7,40.2799920127796,22,41,41,41,41
"9932",40.27,40.3089057507987,22,41,41,41,41
"9933",40.66,40.3916932907348,27,41,41,41,41
"9934",39.65,40.3528354632588,27,41,41,41,41
"9935",39.71,40.3799121405751,27,41,41,41,41
"9936",40.45,40.3990015974441,27,41,41,41,41
"9937",32.61,40.4053363157054,27,41,41,41,41
"9938",40.54,40.4327368589231,27,41,41,41,41
"9939",40.16,40.389696485623,27,41,41,41,41
"9940",40.5,40.2516775842786,22,41,41,41,41
"9941",40.7,40.3059504792332,27,41,41,41,41
"9942",40.38,40.3015575079872,22,41,41,41,41
"9943",40.7,40.3447284345048,27,41,41,41,41
"9944",40.62,40.2842651757189,22,41,41,41,41
"9945",40.7,40.2977635782748,22,41,41,41,41
"9946",40.49,40.2476837060703,22,41,41,41,41
"9947",40.24,40.2776757188498,22,41,41,41,41
"9948",40.62,40.3194089456869,22,41,41,41,41
"9949",29.16,40.2964131650423,22,41,41,41,41
"9950",40.7,40.2869068541301,22,41,41,41,41
"9951",40.62,40.2500798722045,22,41,41,41,41
"9952",39.86,40.2705445247893,22,41,41,41,41
"9953",40.45,40.2721824937078,22,41,41,41,41
"9954",39.91,40.2572284345048,22,41,41,41,41
"9955",40.7,40.2422911008148,22,41,41,41,41
"9956",40.7,40.2558316024924,22,41,41,41,41
"9957",40.17,40.2416932907348,22,41,41,41,41
"9958",40.7,40.165002396549,22,41,41,41,41
"9959",39.97,40.2357005911487,22,41,41,41,41
"9960",40.7,40.2503594823454,22,41,41,41,41
"9961",40.7,40.1616472279917,22,41,41,41,41
"9962",40.66,40.228714057508,22,41,41,41,41
"9963",40.36,40.2129392971246,22,41,41,41,41
"9964",39.86,40.1027555910543,22,41,41,41,41
"9965",40.7,40.1744408945687,22,41,41,41,41
"9966",35.44,40.168637162486,22,41,41,41,41
"9967",40.7,40.1689696485623,22,41,41,41,41
"9968",40.62,40.0806709265176,22,41,41,41,41
"9969",40.66,40.0498402555911,12,41,41,41,41
"9970",40.7,40.0643370607029,12,41,41,41,41
"9971",40.7,40.0801246205464,22,41,41,41,41
"9972",40.24,40.0311151941205,12,41,41,41,41
"9973",40.52,40.0629892954146,22,41,41,41,41
"9974",40.61,40.0546325878594,12,41,41,41,41
"9975",40.27,40.0275159744409,12,41,41,41,41
"9976",38.63,40.0052715654952,12,41,41,41,41
"9977",39.99,39.3208067092652,12,41,41,41,41
"9978",40.44,39.8513178913738,12,41,41,41,41
"9979",40.7,39.9208865814696,12,41,41,41,41
"9980",40.5,40.0241214057508,22,41,41,41,41
"9981",40.7,40.114696485623,22,41,41,41,41
"9982",39.44,40.0979233226837,22,41,41,41,41
"9983",40.14,40.0525159744409,12,41,41,41,41
"9984",40.7,40.1003756093663,22,41,41,41,41
"9985",40.02,40.0922855658983,22,41,41,41,41
"9986",40.04,39.9949680511182,12,41,41,41,41
"9987",40.54,40.0060702875399,12,41,41,41,41
"9988",40.7,40.0517172523962,12,41,41,41,41
"9989",40.54,40.0552115376933,12,41,41,41,41
"9990",40.7,40.0423722044728,12,41,41,41,41
"9991",40.66,39.9457268370607,12,41,41,41,41
"9992",39.01,39.9199952069021,12,41,41,41,41
"9993",40.22,39.969923310433,12,41,41,41,41
"9994",40.5,40.0791260584758,22,41,41,41,41
"9995",39.86,40.0043130990415,12,41,41,41,41
"9996",40.16,39.8676182479709,12,41,41,41,41
"9997",40.57,39.879892954146,12,41,41,41,41
"9998",40.66,39.9133785942492,12,41,41,41,41
"9999",39.86,39.8943290734824,12,41,41,41,41
"10000",40.7,39.8873621984343,12,41,41,41,41
"10001",40.62,31.3766129998801,2,32,32,32,32
"10002",40.52,31.6526706883465,12,32,32,32,32
"10003",40.21,35.9281834158811,27,37,37,37,37
"10004",40.66,36.3919156414763,22,37,37,37,37
"10005",40.15,36.588432656974,27,37,37,37,37
"10006",40.57,40.1668130990415,27,41,41,41,41
"10007",40.66,40.4563099041534,32,41,41,41,41
"10008",40.58,40.4400559105431,32,41,41,41,41
"10009",39.66,40.3722843450479,27,41,41,41,41
"10010",40.5,40.5069089456869,32,41,41,41,41
"10011",40.34,40.4901357827476,32,41,41,41,41
"10012",40.41,40.4950479233227,32,41,41,41,41
"10013",40.7,40.4992811501597,32,41,41,41,41
"10014",40.57,40.4860223642173,27,41,41,41,41
"10015",40.06,40.4281549520767,27,41,41,41,41
"10016",34.2,40.395607028754,27,41,41,41,41
"10017",40.48,40.4631389776358,27,41,41,41,41
"10018",40.37,40.4635383386581,27,41,41,41,41
"10019",40.7,40.4644968051118,27,41,41,41,41
"10020",40.58,40.4481230031949,27,41,41,41,41
"10021",37.06,40.4468450479233,27,41,41,41,41
"10022",40.62,40.3859424920128,27,41,41,41,41
"10023",37.85,40.368250798722,27,41,41,41,41
"10024",40.36,40.3275559105431,27,41,41,41,41
"10025",40.7,40.3605431309904,27,41,41,41,41
"10026",37.97,40.4117012779553,27,41,41,41,41
"10027",40.54,40.3906948881789,27,41,41,41,41
"10028",40.7,40.3204073482428,22,41,41,41,41
"10029",40.35,40.3420926517572,22,41,41,41,41
"10030",40.7,40.3099440894569,22,41,41,41,41
"10031",40.66,40.2799920127796,22,41,41,41,41
"10032",39.52,40.3089057507987,22,41,41,41,41
"10033",40.66,40.3916932907348,27,41,41,41,41
"10034",40.41,40.3528354632588,27,41,41,41,41
"10035",40.52,40.3799121405751,27,41,41,41,41
"10036",40.7,40.3990015974441,27,41,41,41,41
"10037",38.46,40.4053363157054,27,41,41,41,41
"10038",40.7,40.4327368589231,27,41,41,41,41
"10039",40.7,40.389696485623,27,41,41,41,41
"10040",40.7,40.2516775842786,22,41,41,41,41
"10041",40.65,40.3059504792332,27,41,41,41,41
"10042",36.05,40.3015575079872,22,41,41,41,41
"10043",40.7,40.3447284345048,27,41,41,41,41
